year_refit,model,trading_cost,n_months_gross,ann_ret_ls_gross,sharpe_ls_gross,tstat_ls_gross,tstat_nw_ls_gross,maxdd_ls_gross,n_months_net,ann_ret_ls_net,sharpe_ls_net,tstat_ls_net,tstat_nw_ls_net,maxdd_ls_net,avg_turnover_ls
2023,pred_xgb_M,0.006,12,0.187754072940344,3.65255692754145,3.65255692754145,6.37447525945496,-0.0171746491381081,12,0.183361234272482,3.57897758117896,3.57897758117896,6.2563104549553,-0.0171746491381081,1.14879253139762
2023,pred_en_H,0.006,12,0.247139891596322,2.93856027568192,2.93856027568192,4.51721381510777,-0.0325692195796397,12,0.241558430975189,2.88742284050996,2.88742284050996,4.44301731649563,-0.0326763624367824,0.870931371622743
2023,pred_xgb_H,0.006,12,0.190859979197924,2.63000677395327,2.63000677395326,2.60676148782609,-0.0326843247264994,12,0.18864647685813,2.61400545272754,2.61400545272754,2.60547703026944,-0.0326843247264992,0.979723178672294
2023,pred_rf_M,0.006,12,0.119754605142369,2.53023616908726,2.53023616908726,5.81630661204857,-0.0175275239187272,12,0.116005543418816,2.44008337530177,2.44008337530177,5.54728631701195,-0.0180184330096363,1.51226739431939
2023,pred_rf_S,0.006,12,0.116279858490207,1.82435388133218,1.82435388133218,2.85803991994823,-0.0245472960626738,12,0.119594370843054,1.90587842211538,1.90587842211538,2.95164546981255,-0.0237110128768329,0.914969640799287
2023,pred_xgb_S,0.006,12,0.175892477368734,1.91750511771981,1.91750511771981,1.91714935773967,-0.0481815886392856,12,0.173304760612241,1.88438131450422,1.88438131450422,1.8637131233929,-0.0484470753649493,0.717216714976671
2023,pred_en_S,0.006,12,0.110089422166723,1.8719633344725,1.8719633344725,2.60998930525245,-0.0286470053534022,12,0.108803347211696,1.85202684231914,1.85202684231914,2.57609836585971,-0.0284417528879489,0.455978740492015
2023,pred_en_M,0.006,12,0.181339304951376,1.83441119084254,1.83441119084254,2.40868267199621,-0.0340684459296398,12,0.17193186265941,1.74352846583173,1.74352846583173,2.25967578630701,-0.0346041602153538,0.950731550565621
2023,pred_ols3,0.006,12,0.0658842739685106,1.01754104635156,1.01754104635156,1.23921185264528,-0.0272297994493076,12,0.0691820534958743,1.06354354525983,1.06354354525983,1.30954527664502,-0.0262825830797811,0.334595270408324
2023,pred_sofar_comp_main,0.006,12,0.0513120421522793,0.711403892330224,0.711403892330224,0.731946199705842,-0.0524076869189452,12,0.0471158489422352,0.657875298817143,0.657875298817143,0.677811038889581,-0.0531123909759677,0.426650467413742
2023,pred_sofar_comp_rob,0.006,12,0.0513120421522793,0.711403892330224,0.711403892330224,0.731946199705842,-0.0524076869189452,12,0.0471158489422352,0.657875298817143,0.657875298817143,0.677811038889581,-0.0531123909759677,0.426650467413742
2023,pred_rf_H,0.006,12,0.0336070629417089,0.525121388356626,0.525121388356626,0.640213763430334,-0.0374593285659805,12,0.0338812521326646,0.531186858617047,0.531186858617047,0.644673201986529,-0.037843962804448,1.14439333994091
2024,pred_xgb_H,0.006,12,0.225851403791915,2.57139993782605,2.57139993782605,4.06654953541577,-0.019400375751035,12,0.221065033911554,2.53483459901686,2.53483459901686,3.98905109851549,-0.019911701428597,0.993487642337813
2024,pred_en_H,0.006,12,0.204152401055346,2.23592099559444,2.23592099559444,3.89411978622232,-0.037987761096403,12,0.197354938093603,2.15570719852707,2.15570719852707,3.72063624663394,-0.0393546888544216,0.933441675568054
2024,pred_en_S,0.006,12,0.184951986215214,2.02307244230104,2.02307244230104,3.7582716161068,-0.046234640978087,12,0.182711932471008,2.01106032391645,2.01106032391645,3.71608618737784,-0.0459737714128696,0.454074538572974
2024,pred_sofar_comp_main,0.006,12,0.145338953310151,1.5348472888127,1.5348472888127,2.10031486035344,-0.0262163767444237,12,0.14295952253842,1.51477141199441,1.51477141199441,2.08005441565887,-0.0269664889678039,0.46790009648956
2024,pred_sofar_comp_rob,0.006,12,0.145338953310151,1.5348472888127,1.5348472888127,2.10031486035344,-0.0262163767444237,12,0.14295952253842,1.51477141199441,1.51477141199441,2.08005441565887,-0.0269664889678039,0.46790009648956
2024,pred_xgb_M,0.006,12,0.11749145506874,1.28871683501239,1.28871683501239,2.03664266334805,-0.0445355626504549,12,0.113951299519275,1.25509150091793,1.25509150091793,1.98099182309121,-0.0455022282661251,1.17719215807404
2024,pred_en_M,0.006,12,0.103803684367127,1.09318726625486,1.09318726625486,2.54394119993614,-0.0383121266860385,12,0.0925754482204622,0.979578349429951,0.979578349429951,2.25749829210504,-0.0405672341727525,1.01698186867597
2024,pred_rf_H,0.006,12,0.0756928575118596,0.825943626836455,0.825943626836454,0.828247856356581,-0.0880325927379886,12,0.0773923650960964,0.842469671097889,0.842469671097889,0.841207902576845,-0.0870584855655256,1.17563862650262
2024,pred_xgb_S,0.006,12,0.0535821272444788,0.838395263886452,0.838395263886452,0.982478071604425,-0.0599296835737057,12,0.0526361574363052,0.828851226011522,0.828851226011522,0.96895680950202,-0.0596280210195398,0.692101780386006
2024,pred_ols3,0.006,12,0.103227208904235,0.740381146040138,0.740381146040138,0.938122623721424,-0.0621472498527926,12,0.107607857753043,0.7690264489706,0.7690264489706,0.985035189040217,-0.0587510040771912,0.385581099374238
2024,pred_rf_S,0.006,12,0.0406258890028839,0.560519526818884,0.560519526818884,0.621838428713541,-0.0718746529051413,12,0.0443454104769898,0.609098195414402,0.609098195414402,0.673232822782366,-0.0696344403554952,0.941310218396469
2024,pred_rf_M,0.006,12,-0.00047064687120546,0.0190548563866021,0.0190548563866021,0.0279797788700849,-0.0598257855168442,12,-0.00313330874408191,-0.026002632820276,-0.026002632820276,-0.0383240067157641,-0.0619029926332915,1.52200586750562
2025,pred_en_S,0.006,11,0.150855593732299,2.23227735108389,2.13724284795822,3.78171226817492,-0.00410896526974376,11,0.150119179823823,2.23610229366479,2.1409049516708,3.76749811742381,-0.00380127296205117,0.465693440269712
2025,pred_sofar_comp_main,0.006,11,0.0705618576922307,1.28814170998954,1.23330179177559,3.04191943704979,-0.0224776358682203,11,0.0680659323854931,1.26588342173918,1.21199110323244,2.99662882927057,-0.022731873156356,0.44017094017094
2025,pred_sofar_comp_rob,0.006,11,0.0705618576922307,1.28814170998954,1.23330179177559,3.04191943704979,-0.0224776358682203,11,0.0680659323854931,1.26588342173918,1.21199110323244,2.99662882927057,-0.022731873156356,0.44017094017094
2025,pred_ols3,0.006,11,0.0667678565095244,0.608398848039405,0.582497549440656,0.784708999463796,-0.107942457956777,11,0.073225824783113,0.66247097977241,0.634267674136006,0.856855213831407,-0.105545008257065,0.420811768269395
2025,pred_rf_S,0.006,11,-0.0329084782841751,-0.391730890369108,-0.37505377338491,-0.684660008139142,-0.0233265412503575,11,-0.0315765763432265,-0.372141091383936,-0.356297968801009,-0.646535313169724,-0.0227278141763695,0.905785363412482
2025,pred_xgb_H,0.006,11,-0.0363557083913146,-0.401141803747162,-0.384064036961805,-0.562536080042105,-0.0873068754672434,11,-0.037349657859856,-0.410952870262863,-0.393457417999938,-0.582342073386297,-0.0876502385173705,1.01048951048951
2025,pred_en_M,0.006,11,-0.100435553852922,-0.54340432341742,-0.52027002971183,-0.853535288288657,-0.184927076152123,11,-0.0995913267447697,-0.540183830876253,-0.51718664285259,-0.850686987084943,-0.183829059846111,0.881204482899398
2025,pred_xgb_S,0.006,11,-0.0469198704953938,-0.546261673886002,-0.523005734506811,-0.82706995883078,-0.0720267252393257,11,-0.0488126618876368,-0.57235727240569,-0.547990367922687,-0.870819477880343,-0.072303225381762,0.73180962164013
2025,pred_xgb_M,0.006,11,-0.0747364746233074,-0.649304186141956,-0.621661428991976,-0.762274432879439,-0.145268765755398,11,-0.0736671665673031,-0.637478732624581,-0.610339419232928,-0.752040197393136,-0.144825164539331,1.1365941026958
